Code fournisseur;libelle fournisseur;num article interne;type web;libelle article;code groupe;libelle groupe;code famille;libelle famille;code sous famille ;libelle sous famille;collection;modele;matiere;couleur;divers;photo;libelle taille;quantite;gencod interne;gencod fournisseur;pvttc;pvpromo;code tva;taux tva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;38D;0;9001089920075;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;39;1;9001089920082;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;40;0;9001089920099;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;40D;0;9001089920105;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;41;0;9001089920112;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;42;0;9001089920129;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;42D;0;9001089920136;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;43;0;9001089920143;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;44;0;9001089920150;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;44D;0;9001089920167;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;45;0;9001089920174;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;45D;0;9001089920181;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;47;0;9001089920198;;39.99;39.99;1;20
CINEX;COOL;001089920;1;CHAUSSON COOL SHOES;4;CHAUSSURES;1;CHAUSSURE FEMME;2;SLAP F;H15;YOSEM;;CEMENT;;;48;0;9001089920204;;39.99;39.99;1;20
DAKINE;DAKINE;001103455;1;SAC A DOS DAKINE;9;ACCESSOIRES;1;BAGAGERIE;0;SAC A DOS  TECHNIQUE.;H18;HELI PRO;24L;GINGER;;;TU;1;9001103455019;;110.00;110.00;1;20
EASYSN;easy snowboard;001104410;1;;7;GLISSE NEIGE;0;SURF DES NEIGES;4;PLANCHE DE SNOW;H18;WALLRIDE;2019;156;;;TU;2;9001104410017;;349.00;349.00;1;20
ELEMEN;ELEMENT;001098316;1;SWEAT SHERPA ELEMENT;1;TEXTILE HOMME;1;SWEAT HOMME;3;SWEAT ZIPPE;H17;F1WAA1;H17;3732;;;XXS;0;9001098316012;;85.00;85.00;1;20
