Code fournisseur;libelle fournisseur;num article interne;type web;libelle article;code groupe;libelle groupe;code famille;libelle famille;code sous famille;libelle sous famille;collection;modele;matiere;couleur;divers;photo;matiere interne;couleur interne;divers interne;ligne produit;libelle taille;quantite;gencod interne;gencod fournisseur;pvttc;pvpromo;code tva;taux tva;date creation;date modification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BESTEL;BESTELLE CHAUSSURES;005031965;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;3;SANDALES FEMME;E22;N109;FOURRÉ;ECRU;;;;;;;40;1;9005031965053;;29.99;29.99;1;20;20220121;20221226
BESTEL;BESTELLE CHAUSSURES;005031965;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;3;SANDALES FEMME;E22;N109;FOURRÉ;ECRU;;;;;;;41;0;9005031965060;;29.99;29.99;1;20;20220121;20221226
BLEND;blend dk company vejle as;005020947;1;;1;HOMME;4;PANTALONS HOMME;5;SHORTS HOMME;E21;20712037;;MARINE;;;;;;;2XS;0;9005020947015;;19.99;19.99;1;20;20210304;20221226
BLEND;blend dk company vejle as;005020947;1;;1;HOMME;4;PANTALONS HOMME;5;SHORTS HOMME;E21;20712037;;MARINE;;;;;;;XS;0;9005020947022;;19.99;19.99;1;20;20210304;20221226
BLEND;blend dk company vejle as;005020947;1;;1;HOMME;4;PANTALONS HOMME;5;SHORTS HOMME;E21;20712037;;MARINE;;;;;;;S;0;9005020947039;;19.99;19.99;1;20;20210304;20221226
BLEND;blend dk company vejle as;005020947;1;;1;HOMME;4;PANTALONS HOMME;5;SHORTS HOMME;E21;20712037;;MARINE;;;;;;;M;0;9005020947046;;19.99;19.99;1;20;20210304;20221226
BLEND;blend dk company vejle as;005020947;1;;1;HOMME;4;PANTALONS HOMME;5;SHORTS HOMME;E21;20712037;;MARINE;;;;;;;L;0;9005020947053;;19.99;19.99;1;20;20210304;20221226
BLEND;blend dk company vejle as;005020947;1;;1;HOMME;4;PANTALONS HOMME;5;SHORTS HOMME;E21;20712037;;MARINE;;;;;;;XL;1;9005020947060;;19.99;19.99;1;20;20210304;20221226
BLEND;blend dk company vejle as;005020947;1;;1;HOMME;4;PANTALONS HOMME;5;SHORTS HOMME;E21;20712037;;MARINE;;;;;;;XXL;0;9005020947077;;19.99;19.99;1;20;20210304;20221226
BLEND;blend dk company vejle as;005020947;1;;1;HOMME;4;PANTALONS HOMME;5;SHORTS HOMME;E21;20712037;;MARINE;;;;;;;3XL;0;9005020947084;;19.99;19.99;1;20;20210304;20221226
BLEND;blend dk company vejle as;005020947;1;;1;HOMME;4;PANTALONS HOMME;5;SHORTS HOMME;E21;20712037;;MARINE;;;;;;;4XL;0;9005020947091;;19.99;19.99;1;20;20210304;20221226
BLEND;blend dk company vejle as;005040574;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20712461;;CAMEL;;;;;;;S;1;9005040574024;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040574;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20712461;;CAMEL;;;;;;;M;1;9005040574031;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040574;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20712461;;CAMEL;;;;;;;L;1;9005040574048;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040574;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20712461;;CAMEL;;;;;;;XL;1;9005040574055;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040574;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20712461;;CAMEL;;;;;;;2XL;1;9005040574062;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040574;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20712461;;CAMEL;;;;;;;3XL;0;9005040574079;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040574;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20712461;;CAMEL;;;;;;;4XL;0;9005040574086;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040574;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20712461;;CAMEL;;;;;;;5XL;0;9005040574093;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040062;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H22;20712522;BLEND;BEIGE;;;;;;;S;1;9005040062026;;29.99;29.99;1;20;20220831;20221226
BLEND;blend dk company vejle as;005040062;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H22;20712522;BLEND;BEIGE;;;;;;;M;1;9005040062033;;29.99;29.99;1;20;20220831;20221226
BLEND;blend dk company vejle as;005040062;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H22;20712522;BLEND;BEIGE;;;;;;;L;1;9005040062040;;29.99;29.99;1;20;20220831;20221226
BLEND;blend dk company vejle as;005040062;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H22;20712522;BLEND;BEIGE;;;;;;;XL;1;9005040062057;;29.99;29.99;1;20;20220831;20221226
BLEND;blend dk company vejle as;005040062;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H22;20712522;BLEND;BEIGE;;;;;;;2XL;0;9005040062064;;29.99;29.99;1;20;20220831;20221226
BLEND;blend dk company vejle as;005040062;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H22;20712522;BLEND;BEIGE;;;;;;;3XL;0;9005040062071;;29.99;29.99;1;20;20220831;20221226
BLEND;blend dk company vejle as;005040062;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H22;20712522;BLEND;BEIGE;;;;;;;4XL;0;9005040062088;;29.99;29.99;1;20;20220831;20221226
BLEND;blend dk company vejle as;005040062;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H22;20712522;BLEND;BEIGE;;;;;;;5XL;0;9005040062095;;29.99;29.99;1;20;20220831;20221226
BLEND;blend dk company vejle as;005027576;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H21;20712890;BLEU;JAUNE;;;;;;;S;1;9005027576027;;39.99;39.99;1;20;20210914;20221226
BLEND;blend dk company vejle as;005027576;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H21;20712890;BLEU;JAUNE;;;;;;;M;0;9005027576034;;39.99;39.99;1;20;20210914;20221226
BLEND;blend dk company vejle as;005027576;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H21;20712890;BLEU;JAUNE;;;;;;;L;1;9005027576041;;39.99;39.99;1;20;20210914;20221226
BLEND;blend dk company vejle as;005027576;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H21;20712890;BLEU;JAUNE;;;;;;;XL;0;9005027576058;;39.99;39.99;1;20;20210914;20221226
BLEND;blend dk company vejle as;005027576;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H21;20712890;BLEU;JAUNE;;;;;;;2XL;0;9005027576065;;39.99;39.99;1;20;20210914;20221226
BLEND;blend dk company vejle as;005027576;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H21;20712890;BLEU;JAUNE;;;;;;;3XL;0;9005027576072;;39.99;39.99;1;20;20210914;20221226
BLEND;blend dk company vejle as;005027576;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H21;20712890;BLEU;JAUNE;;;;;;;4XL;0;9005027576089;;39.99;39.99;1;20;20210914;20221226
BLEND;blend dk company vejle as;005027576;1;;1;HOMME;3;MAILLE HOMME;0;PULLS COL ROND H;H21;20712890;BLEU;JAUNE;;;;;;;5XL;0;9005027576096;;39.99;39.99;1;20;20210914;20221226
BLEND;blend dk company vejle as;005027521;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H21;20712925;SM;MARINE;;;;;;;S;1;9005027521027;;79.99;79.99;1;20;20210909;20221226
BLEND;blend dk company vejle as;005027521;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H21;20712925;SM;MARINE;;;;;;;M;1;9005027521034;;79.99;79.99;1;20;20210909;20221226
BLEND;blend dk company vejle as;005027521;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H21;20712925;SM;MARINE;;;;;;;L;0;9005027521041;;79.99;79.99;1;20;20210909;20221226
BLEND;blend dk company vejle as;005027521;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H21;20712925;SM;MARINE;;;;;;;XL;0;9005027521058;;79.99;79.99;1;20;20210909;20221226
BLEND;blend dk company vejle as;005027521;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H21;20712925;SM;MARINE;;;;;;;2XL;0;9005027521065;;79.99;79.99;1;20;20210909;20221226
BLEND;blend dk company vejle as;005027521;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H21;20712925;SM;MARINE;;;;;;;3XL;0;9005027521072;;79.99;79.99;1;20;20210909;20221226
BLEND;blend dk company vejle as;005027521;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H21;20712925;SM;MARINE;;;;;;;4XL;0;9005027521089;;79.99;79.99;1;20;20210909;20221226
BLEND;blend dk company vejle as;005027521;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H21;20712925;SM;MARINE;;;;;;;5XL;0;9005027521096;;79.99;79.99;1;20;20210909;20221226
BLEND;blend dk company vejle as;005027569;1;;9;ACCESSOIRES;0;ACCESSOIRES TEXTILE;1;BONNETS;H21;20712932;;NOIR;;;;;;;TU;1;9005027569012;;9.99;9.99;1;20;20210914;20221226
BLEND;blend dk company vejle as;005028261;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H21;20713177;CARREA;MARINE;;;;;;;S;2;9005028261021;;29.99;29.99;1;20;20211007;20221226
BLEND;blend dk company vejle as;005028261;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H21;20713177;CARREA;MARINE;;;;;;;M;0;9005028261038;;29.99;29.99;1;20;20211007;20221226
BLEND;blend dk company vejle as;005028261;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H21;20713177;CARREA;MARINE;;;;;;;L;0;9005028261045;;29.99;29.99;1;20;20211007;20221226
BLEND;blend dk company vejle as;005028261;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H21;20713177;CARREA;MARINE;;;;;;;XL;0;9005028261052;;29.99;29.99;1;20;20211007;20221226
BLEND;blend dk company vejle as;005028261;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H21;20713177;CARREA;MARINE;;;;;;;2XL;0;9005028261069;;29.99;29.99;1;20;20211007;20221226
BLEND;blend dk company vejle as;005028261;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H21;20713177;CARREA;MARINE;;;;;;;3XL;0;9005028261076;;29.99;29.99;1;20;20211007;20221226
BLEND;blend dk company vejle as;005028261;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H21;20713177;CARREA;MARINE;;;;;;;4XL;0;9005028261083;;29.99;29.99;1;20;20211007;20221226
BLEND;blend dk company vejle as;005028261;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H21;20713177;CARREA;MARINE;;;;;;;5XL;0;9005028261090;;29.99;29.99;1;20;20211007;20221226
BLEND;blend dk company vejle as;005040569;1;;1;HOMME;4;PANTALONS HOMME;8;JOGGING HOMME;H22;20714201;;BEIGE;;;;;;;2XS;0;9005040569013;;36.99;36.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040569;1;;1;HOMME;4;PANTALONS HOMME;8;JOGGING HOMME;H22;20714201;;BEIGE;;;;;;;XS;0;9005040569020;;36.99;36.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040569;1;;1;HOMME;4;PANTALONS HOMME;8;JOGGING HOMME;H22;20714201;;BEIGE;;;;;;;S;1;9005040569037;;36.99;36.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040569;1;;1;HOMME;4;PANTALONS HOMME;8;JOGGING HOMME;H22;20714201;;BEIGE;;;;;;;M;1;9005040569044;;36.99;36.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040569;1;;1;HOMME;4;PANTALONS HOMME;8;JOGGING HOMME;H22;20714201;;BEIGE;;;;;;;L;1;9005040569051;;36.99;36.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040569;1;;1;HOMME;4;PANTALONS HOMME;8;JOGGING HOMME;H22;20714201;;BEIGE;;;;;;;XL;1;9005040569068;;36.99;36.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040569;1;;1;HOMME;4;PANTALONS HOMME;8;JOGGING HOMME;H22;20714201;;BEIGE;;;;;;;XXL;0;9005040569075;;36.99;36.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040569;1;;1;HOMME;4;PANTALONS HOMME;8;JOGGING HOMME;H22;20714201;;BEIGE;;;;;;;3XL;0;9005040569082;;36.99;36.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040569;1;;1;HOMME;4;PANTALONS HOMME;8;JOGGING HOMME;H22;20714201;;BEIGE;;;;;;;4XL;0;9005040569099;;36.99;36.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040607;1;;1;HOMME;4;PANTALONS HOMME;2;PANTALONS  HOMME;H22;20714232;;CAMEL;;;;;;;2XS;0;9005040607012;;49.99;49.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040607;1;;1;HOMME;4;PANTALONS HOMME;2;PANTALONS  HOMME;H22;20714232;;CAMEL;;;;;;;XS;0;9005040607029;;49.99;49.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040607;1;;1;HOMME;4;PANTALONS HOMME;2;PANTALONS  HOMME;H22;20714232;;CAMEL;;;;;;;S;1;9005040607036;;49.99;49.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040607;1;;1;HOMME;4;PANTALONS HOMME;2;PANTALONS  HOMME;H22;20714232;;CAMEL;;;;;;;M;1;9005040607043;;49.99;49.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040607;1;;1;HOMME;4;PANTALONS HOMME;2;PANTALONS  HOMME;H22;20714232;;CAMEL;;;;;;;L;1;9005040607050;;49.99;49.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040607;1;;1;HOMME;4;PANTALONS HOMME;2;PANTALONS  HOMME;H22;20714232;;CAMEL;;;;;;;XL;1;9005040607067;;49.99;49.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040607;1;;1;HOMME;4;PANTALONS HOMME;2;PANTALONS  HOMME;H22;20714232;;CAMEL;;;;;;;XXL;0;9005040607074;;49.99;49.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040607;1;;1;HOMME;4;PANTALONS HOMME;2;PANTALONS  HOMME;H22;20714232;;CAMEL;;;;;;;3XL;0;9005040607081;;49.99;49.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040607;1;;1;HOMME;4;PANTALONS HOMME;2;PANTALONS  HOMME;H22;20714232;;CAMEL;;;;;;;4XL;0;9005040607098;;49.99;49.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040567;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714278;NOIR;KAKI;;;;;;;S;1;9005040567026;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040567;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714278;NOIR;KAKI;;;;;;;M;1;9005040567033;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040567;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714278;NOIR;KAKI;;;;;;;L;1;9005040567040;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040567;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714278;NOIR;KAKI;;;;;;;XL;1;9005040567057;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040567;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714278;NOIR;KAKI;;;;;;;2XL;1;9005040567064;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040567;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714278;NOIR;KAKI;;;;;;;3XL;0;9005040567071;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040567;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714278;NOIR;KAKI;;;;;;;4XL;0;9005040567088;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040567;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714278;NOIR;KAKI;;;;;;;5XL;0;9005040567095;;39.99;39.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040571;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714280;SM;NOIR;;;;;;;S;1;9005040571023;;34.99;34.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040571;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714280;SM;NOIR;;;;;;;M;1;9005040571030;;34.99;34.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040571;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714280;SM;NOIR;;;;;;;L;1;9005040571047;;34.99;34.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040571;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714280;SM;NOIR;;;;;;;XL;1;9005040571054;;34.99;34.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040571;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714280;SM;NOIR;;;;;;;2XL;1;9005040571061;;34.99;34.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040571;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714280;SM;NOIR;;;;;;;3XL;0;9005040571078;;34.99;34.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040571;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714280;SM;NOIR;;;;;;;4XL;0;9005040571085;;34.99;34.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040571;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714280;SM;NOIR;;;;;;;5XL;0;9005040571092;;34.99;34.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040563;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714325;CARREA;JAU/EC;;;;;;;S;1;9005040563028;;29.99;29.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040563;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714325;CARREA;JAU/EC;;;;;;;M;1;9005040563035;;29.99;29.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040563;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714325;CARREA;JAU/EC;;;;;;;L;1;9005040563042;;29.99;29.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040563;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714325;CARREA;JAU/EC;;;;;;;XL;1;9005040563059;;29.99;29.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040563;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714325;CARREA;JAU/EC;;;;;;;2XL;0;9005040563066;;29.99;29.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040563;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714325;CARREA;JAU/EC;;;;;;;3XL;0;9005040563073;;29.99;29.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040563;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714325;CARREA;JAU/EC;;;;;;;4XL;0;9005040563080;;29.99;29.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040563;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714325;CARREA;JAU/EC;;;;;;;5XL;0;9005040563097;;29.99;29.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040572;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714332;CARREA;VET/BL;;;;;;;S;1;9005040572020;;59.99;59.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040572;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714332;CARREA;VET/BL;;;;;;;M;0;9005040572037;;59.99;59.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040572;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714332;CARREA;VET/BL;;;;;;;L;0;9005040572044;;59.99;59.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040572;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714332;CARREA;VET/BL;;;;;;;XL;1;9005040572051;;59.99;59.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040572;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714332;CARREA;VET/BL;;;;;;;2XL;0;9005040572068;;59.99;59.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040572;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714332;CARREA;VET/BL;;;;;;;3XL;0;9005040572075;;59.99;59.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040572;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714332;CARREA;VET/BL;;;;;;;4XL;0;9005040572082;;59.99;59.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040572;1;;1;HOMME;0;PIECES A MANCHES HOMME;1;VESTES HOMME;H22;20714332;CARREA;VET/BL;;;;;;;5XL;0;9005040572099;;59.99;59.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040565;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20714378;CAPUCH;KAKI;;;;;;;S;1;9005040565022;;69.99;69.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040565;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20714378;CAPUCH;KAKI;;;;;;;M;0;9005040565039;;69.99;69.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040565;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20714378;CAPUCH;KAKI;;;;;;;L;0;9005040565046;;69.99;69.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040565;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20714378;CAPUCH;KAKI;;;;;;;XL;0;9005040565053;;69.99;69.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040565;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20714378;CAPUCH;KAKI;;;;;;;2XL;0;9005040565060;;69.99;69.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040565;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20714378;CAPUCH;KAKI;;;;;;;3XL;0;9005040565077;;69.99;69.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040565;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20714378;CAPUCH;KAKI;;;;;;;4XL;0;9005040565084;;69.99;69.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040565;1;;1;HOMME;0;PIECES A MANCHES HOMME;5;DOUDOUNE HOMME;H22;20714378;CAPUCH;KAKI;;;;;;;5XL;0;9005040565091;;69.99;69.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040615;1;;1;HOMME;1;POLOS - T.SHIRTS HOMME;2;T-SHIRTS MC HOMME;H22;20714545;VINTAG;ECRU;;;;;;;S;1;9005040615024;;17.99;17.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040615;1;;1;HOMME;1;POLOS - T.SHIRTS HOMME;2;T-SHIRTS MC HOMME;H22;20714545;VINTAG;ECRU;;;;;;;M;1;9005040615031;;17.99;17.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040615;1;;1;HOMME;1;POLOS - T.SHIRTS HOMME;2;T-SHIRTS MC HOMME;H22;20714545;VINTAG;ECRU;;;;;;;L;1;9005040615048;;17.99;17.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040615;1;;1;HOMME;1;POLOS - T.SHIRTS HOMME;2;T-SHIRTS MC HOMME;H22;20714545;VINTAG;ECRU;;;;;;;XL;0;9005040615055;;17.99;17.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040615;1;;1;HOMME;1;POLOS - T.SHIRTS HOMME;2;T-SHIRTS MC HOMME;H22;20714545;VINTAG;ECRU;;;;;;;2XL;1;9005040615062;;17.99;17.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040615;1;;1;HOMME;1;POLOS - T.SHIRTS HOMME;2;T-SHIRTS MC HOMME;H22;20714545;VINTAG;ECRU;;;;;;;3XL;0;9005040615079;;17.99;17.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040615;1;;1;HOMME;1;POLOS - T.SHIRTS HOMME;2;T-SHIRTS MC HOMME;H22;20714545;VINTAG;ECRU;;;;;;;4XL;0;9005040615086;;17.99;17.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040615;1;;1;HOMME;1;POLOS - T.SHIRTS HOMME;2;T-SHIRTS MC HOMME;H22;20714545;VINTAG;ECRU;;;;;;;5XL;0;9005040615093;;17.99;17.99;1;20;20220914;20221226
BLEND;blend dk company vejle as;005040573;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714963;CARREA;MAR/BO;;;;;;;S;1;9005040573027;;49.99;49.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040573;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714963;CARREA;MAR/BO;;;;;;;M;1;9005040573034;;49.99;49.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040573;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714963;CARREA;MAR/BO;;;;;;;L;1;9005040573041;;49.99;49.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040573;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714963;CARREA;MAR/BO;;;;;;;XL;1;9005040573058;;49.99;49.99;1;20;20220912;20221226
BLEND;blend dk company vejle as;005040573;1;;1;HOMME;2;CHEMISES HOMME;1;CHEMISES ML HOMME;H22;20714963;CARREA;MAR/BO;;;;;;;2XL;1;9005040573065;;49.99;49.99;1;20;20220912;20221226
