Code fournisseur;libelle fournisseur;num article interne;type web;libelle article;code groupe;libelle groupe;code famille;libelle famille;code sous famille;libelle sous famille;collection;modele;matiere;couleur;divers;photo;matiere interne;couleur interne;divers interne;ligne produit;libelle taille;quantite;gencod interne;gencod fournisseur;pvttc;pvpromo;code tva;taux tva;date creation;date modification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACK;JACKandJONES;005004524;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;32;;;BLACK;;JJINTELL;34;1;9005004524157;5713028888790;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004524;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;32;;;BLACK;;JJINTELL;36;0;9005004524164;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004524;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;32;;;BLACK;;JJINTELL;38;0;9005004524171;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004524;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;32;;;BLACK;;JJINTELL;40;0;9005004524188;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004524;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;32;;;BLACK;;JJINTELL;42;0;9005004524195;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;20;0;9005004523013;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;21;0;9005004523020;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;22;0;9005004523037;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;23;0;9005004523044;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;24;0;9005004523051;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;25;0;9005004523068;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;26;0;9005004523075;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;27;0;9005004523082;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;28;0;9005004523099;5713028888639;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;29;0;9005004523105;5713028888646;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;30;0;9005004523112;5713028888653;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;31;1;9005004523129;5713028888660;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;32;1;9005004523136;5713028888677;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;33;1;9005004523143;5713028888684;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;34;1;9005004523150;5713028888691;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;36;1;9005004523167;5713028888707;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;38;0;9005004523174;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;40;0;9005004523181;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005004523;1;JJIGLENN JJFOX BL 655 50SPS NO;H;HOMME;6;PANTALONS;0;JEANS;H19;12111026;ELASTA;175694;34;;;BLACK;;JJINTELL;42;0;9005004523198;;89.99;89.99;1;20;20190624;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;55;0;9005014854015;;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;60;0;9005014854022;;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;65;0;9005014854039;;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;70;0;9005014854046;;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;75;0;9005014854053;;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;80;1;9005014854060;5713232098732;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;85;0;9005014854077;5713232103597;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;90;0;9005014854084;5713232098725;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;95;1;9005014854091;5713028346832;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;100;0;9005014854107;;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;105;0;9005014854114;5713232098749;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;110;0;9005014854121;;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;005014854;1;JACPAUL LEATHER BELT NOOS;H;HOMME;B;ACCESSOIRES;3;CEINTURES;H21;12111286;LEATHE;175688;;;;BROWN;;JJACCESS;115;0;9005014854138;;24.99;24.99;1;20;20200803;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;20;0;9001070246016;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;21;0;9001070246023;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;22;0;9001070246030;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;23;0;9001070246047;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;24;0;9001070246054;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;25;0;9001070246061;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;26;0;9001070246078;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;27;0;9001070246085;5713743991119;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;28;1;9001070246092;5713743991126;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;29;1;9001070246108;5713743991133;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;30;1;9001070246115;5713743991140;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;31;1;9001070246122;5713740706662;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;32;1;9001070246139;5713743991157;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;33;1;9001070246146;5713740706679;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;34;0;9001070246153;5713743991164;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;36;0;9001070246160;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;38;0;9001070246177;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;40;0;9001070246184;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070246;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;32;;;176065;;JJINTELL;42;0;9001070246191;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;20;0;9001070247013;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;21;0;9001070247020;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;22;0;9001070247037;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;23;0;9001070247044;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;24;0;9001070247051;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;25;0;9001070247068;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;26;0;9001070247075;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;27;0;9001070247082;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;28;0;9001070247099;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;29;0;9001070247105;5713743992888;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;30;0;9001070247112;5713743991249;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;31;1;9001070247129;5713743991256;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;32;0;9001070247136;5713743991263;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;33;0;9001070247143;5713743991270;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;34;0;9001070247150;5713743991287;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;36;0;9001070247167;5713743991294;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;38;0;9001070247174;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;40;0;9001070247181;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;001070247;1;JJIPAUL JJFLAKE AKM 542 OLIVE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12141844;ELASTA;GREEN;34;;;176065;;JJINTELL;42;0;9001070247198;;59.99;59.99;1;20;20180709;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;20;0;9005004971012;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;21;0;9005004971029;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;22;0;9005004971036;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;23;0;9005004971043;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;24;0;9005004971050;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;25;0;9005004971067;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;26;0;9005004971074;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;27;0;9005004971081;5713755553015;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;28;1;9005004971098;5713755553022;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;29;1;9005004971104;5713755553039;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;30;0;9005004971111;5713755553046;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;31;0;9005004971128;5713754613277;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;32;1;9005004971135;5713755553053;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;33;1;9005004971142;5713754613239;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;34;0;9005004971159;5713755553060;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;36;0;9005004971166;5713755553077;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;38;0;9005004971173;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;40;0;9005004971180;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004971;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;32;;;BLUE;;JJINTELL;42;0;9005004971197;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004972;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;34;;;BLUE;;JJINTELL;20;0;9005004972019;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004972;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;34;;;BLUE;;JJINTELL;21;0;9005004972026;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004972;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;34;;;BLUE;;JJINTELL;22;0;9005004972033;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004972;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;34;;;BLUE;;JJINTELL;23;0;9005004972040;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004972;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;34;;;BLUE;;JJINTELL;24;0;9005004972057;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004972;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;34;;;BLUE;;JJINTELL;25;0;9005004972064;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004972;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;34;;;BLUE;;JJINTELL;26;0;9005004972071;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004972;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;34;;;BLUE;;JJINTELL;27;0;9005004972088;;39.99;39.99;1;20;20190703;20221226
JACK;JACKandJONES;005004972;1;JJIMARCO JJBOWIE SA NAVY BLAZE;H;HOMME;6;PANTALONS;2;PANTALONS;H22;12150148;ELASTA;175876;34;;;BLUE;;JJINTELL;28;0;9005004972095;;39.99;39.99;1;20;20190703;20221226
